Sofware o fuente;Area de identificacion;Modulo(QUERY);Nombre Query;Modulo(TABLA);Tabla;Nombre tecnico;Nombre completo;Nombre dato;Definición;Tipo de Dato:;Valor Máximo Permitido:;valores permitidos;tipo de ingreso del dato ;Encargado
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CALLPorqueNO;OCLG.U_CALLPorqueNO;CALL - Por que NO;Observaciones de porque no se realizo hizo la encuesta;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016CALLCancCont;OCLG.U_2016CALLCancCont;2016 CALL - Canc Contrato;2016 CALL - Canc Contrato;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016CALLCancRet;OCLG.U_2016CALLCancRet;2016 CALL - Canc Retenido;2016 CALL - Canc Retenido;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRESCarnet;OCLG.U_PRESCarnet;PRES - Carnet;Categoriza si se le entrego o no carnet cuando se hace la actividad;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRESPorque;OCLG.U_PRESPorque;PRES - Por que;Si no se le entrego el carnet, porque no se le entrego?;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRESEncuesta;OCLG.U_PRESEncuesta;PRES - Encuesta;Categoriza si se le hizo encuesta o no cuando se realizo la actividad;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRESPorqueNO;OCLG.U_PRESPorqueNO;PRES - Por que NO;Si no se realizo encuesta, porque no se hizo?;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRESMaterialPOP;OCLG.U_PRESMaterialPOP;PRES - Material POP;Categoriza si se le entrego o no publicidad ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016PRESCancCon;OCLG.U_2016PRESCancCon;2016 PRES - Canc Contrato;Categoriza si es solicitud de cancelacion de contrato de forma presencial  ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016PRESCancRet;OCLG.U_2016PRESCancRet;2016 PRES - Canc Retenido;Categoriza si hubo retencion en la solicitud de cancelacion presencial;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_TipoCliente;OCLG.U_TipoCliente;Tipo de Cliente;Categoriza si es o no contratante ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_Ent_Revista;OCLG.U_Ent_Revista;PRES - Ent Revista;Categoriza si se entrego o no  revista al cliente;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_PRES_Ent_Cuponera;OCLG.U_PRES_Ent_Cuponera;PRES - Ent Cuponera;Categoriza si se entrego o no cuponera al cliente;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_AreaGuia;OCLG.U_AreaGuia;Area de Guia;Area de Guia;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIFechasolic;OCLG.U_RADIFechasolic;RADI - Fecha solicitud;Fecha en que radicacion radica la solicitud en Back up;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIFechaarchi;OCLG.U_RADIFechaarchi;RADI - Fecha archivo y corresp;Fecha en la cual el cliente radica la solicitud ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIFecharecib;OCLG.U_RADIFecharecib;RADI - Fecha recibido SAC;Fecha en la cual se recibe en SAC;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIMedioEnvio;OCLG.U_RADIMedioEnvio;RADI MEDIO ENVIO;Categoriza el medio de envio donde se recibio la radicacion ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADISolicitudfir;OCLG.U_RADISolicitudfir;RADI - Solicitud firmada;Categoriza si el cliente envio la solicitud firmada;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIFechalimit;OCLG.U_RADIFechalimit;RADI - Fecha limite respuesta;Fecha limite de respuesta en dias calendario ( no se ajusta con la operación, la fecha de respuesta se da en dias habiles);Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIAgencia;OCLG.U_RADIAgencia;RADI - Agencia;Categoriza si la solicitud de radicacion se realizo directamente por el cliente o la agencia ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIAsesor;OCLG.U_RADIAsesor;RADI - Asesor;Si la solicitud de radicacion la realizo la agencia nos trae el nombre del asesor de lo contrario trae SAC;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIVersionact;OCLG.U_RADIVersionact;RADI - Version actual document;Categoriza si la solicitud de radicacion se realizo con la version actual del documento o no ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIDiligenciam;OCLG.U_RADIDiligenciam;RADI - Diligenciamiento;Categoriza si el diligenciamiento de la radicacion esta completo o incompleto;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_RADIIncompleto;OCLG.U_RADIIncompleto;RADI - Incompleto;Categoriza si el formato de la solicitud de radicacion esta completamente diligenciado ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_EstudiodeSolicitud;OCLG.U_EstudiodeSolicitud;INCL-Estudio de Solicitud;Categoriza si la solicitud de iclusion se aprueba o no ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFechareali;OCLG.U_INCLFechareali;INCL - Fecha realizacion siste;Fecha de grabacion de la solicitud de inclusion en el sistema;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFuncionario;OCLG.U_INCLFuncionario;INCL - Funcionario que ejecuta;Funcionario que ejecuta la solicitud de inclusion ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLInclusion;OCLG.U_INCLInclusion;INCL - Inclusion;Categoriza si se incluyo o no ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLExclusion;OCLG.U_INCLExclusion;INCL - Exclusion;Categoriza si se excluyo o no ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorinici;OCLG.U_INCLValorinici;INCL - Valor inicial del plan;Valor inicial del contrato antes de la modificacion;Numérico;248750;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLAdicional1;OCLG.U_INCLAdicional1;INCL - Adicional 1;Categoriza si incluye o no 1 er adicional;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorad1;OCLG.U_INCLValorad1;INCL - Valor ad 1;Valor del adicional 1;Numérico;40000;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFecharetir;OCLG.U_INCLFecharetir;INCL - Fecha retiro ad 1;Fecha de retiro del 1er adicional;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLAdicional2;OCLG.U_INCLAdicional2;INCL - Adicional 2;Categoriza si incluye o no 2 er adicional;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorad2;OCLG.U_INCLValorad2;INCL - Valor ad 2;Valor del adicional 2;Numérico;40000;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFecharetir2;OCLG.U_INCLFecharetir2;INCL - Fecha retiro ad 2;Fecha de retiro del 2do adicional;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLAdicional3;OCLG.U_INCLAdicional3;INCL - Adicional 3;Categoriza si incluye o no 3 er adicional;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorad3;OCLG.U_INCLValorad3;INCL - Valor ad 3;Valor del adicional 3;Numérico;40000;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFecharetir3;OCLG.U_INCLFecharetir3;INCL - Fecha retiro 3;Fecha de retiro del 3do adicional;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLServContr;OCLG.U_INCLServContr;INCL - Serv. Contratante;Si se incluye o no servicio al contratante;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorServ;OCLG.U_INCLValorServ;INCL - Valor Serv. Cte.;Valor del servicio al contratante;Numérico;63000;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLValorfinal;OCLG.U_INCLValorfinal;INCL - Valor final contrato;Valor final contrato despues de inclusiones;Numérico;Indefinido;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFecharealizaci;OCLG.U_INCLFecharealizaci;INCL - Fecha realizacion carta;Fecha de realizacion del documento de respuesta de la solicitud de inclusion del cliente;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFuncionarioque;OCLG.U_INCLFuncionarioque;INCL - Funcionario que realiza;Funcionario que realiza el documento de respuesta de la solicitud de inclusion del cliente;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLFechaenvio;OCLG.U_INCLFechaenvio;INCL - Fecha envio de carta;Fecha de envio respuesta de la solicitud de inclusion del cliente;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLNoDeguia;OCLG.U_INCLNoDeguia;INCL - No. De guia;Nro de la guia si la respuesta de la solicitud de inclusion del cliente se envia en fisico ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016INCLViabilNo;OCLG.U_2016INCLViabilNo;2016 INCL - Viabilidad -No;2016 INCL - Viabilidad -No;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016INCLDigitaFech;OCLG.U_2016INCLDigitaFech;2016 INCL - Digitalizacion Fec;Fecha de digitalizacion de la inclusion;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLDigitalizac;OCLG.U_INCLDigitalizac;INCL - Digitalizacion;Categoriza si se digitalizo o no la inclusion;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLHoraInicio;OCLG.U_INCLHoraInicio;INCL – Hora Inicio;Hora realizacion de la actividad de inclusion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLHoraFinal;OCLG.U_INCLHoraFinal;INCL – Hora Final;Hora final de la actividad de inclusion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLHoraInici;OCLG.U_INCLHoraInici;INCL-Hora-Inicio;Hora inicio de la respuesta a la solicitud de inclusion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_INCLHorafina;OCLG.U_INCLHorafina;INCL Hora Final;Hora final de la respuesta a la solicitud de inclusion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLIFechareali;OCLG.U_SOLIFechareali;SOLI - Fecha realizacion docum;Fecha de realizacion del documento de respuesta de solicitudes;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLIFuncionario;OCLG.U_SOLIFuncionario;SOLI - Funcionario que realiza;Funcionario que envia la respuesta de la solicitud  ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLIMediodeen;OCLG.U_SOLIMediodeen;SOLI - Medio de envio;Categoriza el medio de envio de respuesta a la solicitud ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLINoGuia;OCLG.U_SOLINoGuia;SOLI - No. Guia;Nro de la guia si la respuesta de la solicitud se envia en fisico ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLIHoraFinal;OCLG.U_SOLIHoraFinal;SOLI – Hora Final;Hora inicio de la respuesta a la solicitud;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_SOLIHoraInicio;OCLG.U_SOLIHoraInicio;SOLI – Hora Inicio;Hora final de la respuesta a la solicitud;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SOLIFechaEnvDo;OCLG.U_2016SOLIFechaEnvDo;2016 SOLI - Fecha envio docume;Fecha de envio respuesta de la solicitud;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJN;OCLG.U_2016QUEJN;2016 QUEJ - N°;Numero de queja;Numérico;Indefinido;Numérico;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJSACQ;OCLG.U_2016QUEJSACQ;2016 QUEJ -SAC-Q;Consecutivo de queja clasificada (SAC-Q-XXX-21);Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJTipo;OCLG.U_2016QUEJTipo;2016 QUEJ - Tipo;Tipo de requerimiento (queja, sugerencia, felicitacion);combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJCiudad;OCLG.U_2016QUEJCiudad;2016 QUEJ - Ciudad;Ciudad de origen del requerimiento;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJLugarP;OCLG.U_2016QUEJLugarP;2016 QUEJ -Lugar Procedencia;En caso de ser procedente a que ciudad le aplica ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJSERFUN;OCLG.U_2016QUEJSERFUN;2016 QUEJ -SERFUN;Si es o no una queja por prestacion de un servicio funerario ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJPreCom;OCLG.U_2016QUEJPreCom;2016 QUEJ -Pre Comité-Fecha;Fecha de precomite de mejoramiento ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJPreComPro;OCLG.U_2016QUEJPreComPro;2016 QUEJ -Pre Comité-Proced;Si se clasifica procedente o no en dicho precomite;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJSoliC;OCLG.U_2016QUEJSoliC;2016 QUEJ - Soli Cancelacion;Si se cancela el contrato debido a la queja ( si/no );combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJFecha;OCLG.U_2016QUEJFecha;2016 QUEJ - Fecha Canc;Registro de fecha de cancelacion en el caso que aplique la misma por queja ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJEstudi;OCLG.U_2016QUEJEstudi;2016 QUEJ - Estudio Queja;Clasificacion final de la queja (procedente/no procedente);combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJFechaCom;OCLG.U_2016QUEJFechaCom;2016 QUEJ - Fecha Comité;En el caso de llevar a comité con gerencia, registro de la fecha ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJMotivo1;OCLG.U_2016QUEJMotivo1;2016 QUEJ - Motivo procedent 1;En el caso que se aprocente la queja- registrar motivo ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJMotivo2;OCLG.U_2016QUEJMotivo2;2016 QUEJ - Motivo procedent 2;En el caso que se aprocente la queja en conjunto con una segunda area- registrar motivo ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJArea;OCLG.U_2016QUEJArea;2016 QUEJ - Area procedente 1;Area a la cual le aplica la procedencia de la queja ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJAreaPro2;OCLG.U_2016QUEJAreaPro2;2016 QUEJ - Area procedente 2;En el caso de que registre una segunda area al cual le aplique la procedencia de la queja ;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJMotivo;OCLG.U_2016QUEJMotivo;2016 QUEJ - Motivo No proced;En el caso que sea o procedente - resgistrar motivo ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJRespPrel;OCLG.U_2016QUEJRespPrel;2016 QUEJ - Resp Preliminar;Registro de fecha si se brinda una respuesta preliminar de la queja;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJFechaPrel;OCLG.U_2016QUEJFechaPrel;2016 QUEJ - Fecha Preliminar;Registro de fecha respuesta final de la queja ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016QUEJFechaDef;OCLG.U_2016QUEJFechaDef;2016 QUEJ - Fecha Definitiva;Fecha en que se envia la respuesta de la queja al cliente;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMA;OCLG.U_2016SINFIRMA;2016- SIN FIRMA- Fecha realiz;Fecha de elaboracion de la respuesta a la solicitud recibida sin firma ;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMAF;OCLG.U_2016SINFIRMAF;2016- SIN FIRMA- Funcionario;Funcionario que envia la respuesta de la solicitud recibida sin firma ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMAMEN;OCLG.U_2016SINFIRMAMEN;2016- SIN FIRMA- Medio de envi;Categoriza el medio de envio de respuesta a la solicitud recibida sin firma;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMAFEEN;OCLG.U_2016SINFIRMAFEEN;2016- SIN FIRMA - Fecha envio;Fecha de envio de la respuesta de la solicitud recibida sin firma;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMANGUIA;OCLG.U_2016SINFIRMANGUIA;2016- SIN FIRMA - No. Guia;Nro de la guia si la respuesta de la solicitud recibida sin firma se envia en fisico ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMAFEINI;OCLG.U_2016SINFIRMAFEINI;2016 SIN FIRMA - Hora inicio;hora inicio de la respuesta ;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016SINFIRMAFEFIN;OCLG.U_2016SINFIRMAFEFIN;2016 SIN FIRMA - Hora fin;hora final de la respuesta;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_2016ACTU_CARNET;OCLG.U_2016ACTU_CARNET;2016 ACTU-CARNET;Actualizacion del carne si o no;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;Notes;OCLG.Notes;Comentarios;Comentario de la actividad ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;DocEntry;@OK1_EXE_CONTR_HEAD.DocEntry;DocEntry;Numero Interno del Contrato ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomuen;@OK1_EXE_CONTR_HEAD.U_nomuen;Nombre UEN;Unidad estrategica de negocios ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomsuen;@OK1_EXE_CONTR_HEAD.U_nomsuen;Nombre Sub UEN;Sub Unidad estrategica de negocios ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_conve;@OK1_EXE_CONTR_HEAD.U_conve;Convenio;Numero del convenio ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomcon;@OK1_EXE_CONTR_HEAD.U_nomcon;Nombre Convenio;Nombre del convenio ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;CreateDate;@OK1_EXE_CONTR_HEAD.CreateDate;Fecha creación SAP;Fecha de ingreso al sistema ;Fecha;Indefinido;Fecha;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_contrant;@OK1_EXE_CONTR_HEAD.U_contrant;Contratante;Cedula del contratante ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_ncontrat;@OK1_EXE_CONTR_HEAD.U_ncontrat;Nombre del Contratante;Nombre del Contratante;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_numcont;@OK1_EXE_CONTR_HEAD.U_numcont;Numero Contrato;Numero Contrato;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_estado;@OK1_EXE_CONTR_HEAD.U_estado;Estado del Contrato;Estado del Contrato;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_tipCont;@OK1_EXE_CONTR_HEAD.U_tipCont;Tipo de Contrato;Tipo de contrato (Cambio, Nuevo, Recuperado);Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;Vacio;Vacio;.;Valor Cuota Mensual;Valor mesual del contrato con adicionales seguros ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_valor;@OK1_EXE_CONTR_HEAD.U_valor;Valor Mensual;Valor de solo el contrato ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_plan;@OK1_EXE_CONTR_HEAD.U_plan;Código plan;Código plan;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nompla;@OK1_EXE_CONTR_HEAD.U_nompla;Nombre Plan;Nombre Plan;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_sucur;@OK1_EXE_CONTR_HEAD.U_sucur;Sucursal;Agencia donde se vendio el contrato ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomVnd;@OK1_EXE_CONTR_HEAD.U_nomVnd;Nombre de Vendedor;Nombre de Vendedor;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;DocEntry;@OK1_EXE_PRENE_HEAD.DocEntry;DocEntry;Numero Interno del prenecesidad ;Numérico;Indefinido;Numérico;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_tipCont;@OK1_EXE_PRENE_HEAD.U_tipCont;Tipo de Contrato;Tipo de contrato (Cambio, Nuevo, Recuperado);Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nomuen;@OK1_EXE_PRENE_HEAD.U_nomuen;Nombre UEN;Unidad estrategica de negocios ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nomsuen;@OK1_EXE_PRENE_HEAD.U_nomsuen;Nombre Sub UEN;Sub Unidad estrategica de negocios ;Texto;Indefinido;Texto;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;CreateDate;@OK1_EXE_PRENE_HEAD.CreateDate;Fecha creación SAP;Fecha de ingreso al sistema ;Fecha;Indefinido;Fecha;;Daniel Alvarez
Sap hana;Comercial ;Vacio;Vacio;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_contrant;@OK1_EXE_PRENE_HEAD.U_contrant;Cedula Contratante;Cedula del contratante ;Texto;Indefinido;Texto;;Daniel Alvarez
